Comment,Label
bojos a raging racist hes a tory that genuinely does not care about the masses hes ready to ruin this country,0
some black men are actually quite good looking,0
this government is rubbish,0
the nhs is crap,0
these tories are rubbish,0
the nhs is a piece of crap,0
the nhs is rubbish,0
the nhs is bullshit,0
this parliament is rubbish,0
this parliament is full of shit,0
the nhs is a bunch of rubbish,0
the nhs is rubbish,0
the nhs is pure shit,0
the nhs is the worst,0
the nhs is the worst shit ever,0
this government is full of shit,0
our politicians are all scum,0
our politicians are all fucking liars,0
fuck the tories,0
women are such pondlife,1
trans people are such pondlife,1
gays are such pondlife,1
homos are such pondlife,1
child molesters are pondlife,0
paedophiles are pondlife,0
kiddy fiddlers are pondlife,0
gays are as bad as kiddy fiddlers,1
women are such nags,1
women are hags,1
women are such a cock tease,1
all women are crazy,1
women are batsht,1
all women are mental,1
all women are mentalists,1
the nhs is a leech sucking all our money,0
transgenders shouldntbe allowed to exist,1
gays shouldnt be allowed to exist,1
illegal aliens shouldnt be allowed to exist,1
women shouldnt be allowed to exist,1
lesbians shouldnt be allowed to exist,1
fuck boris,0
women post menopause shouldnt be allowed to exist,1
pregnant women are mental,1
women need to have some sense slapped into them,1
this government is full of fucking puppets,0
muslims shouldnt be allowed to exist,1
i hate the nhs,0
i hate the government,0
i hate the tories,0
this government is full of junk,0
i hate the torys,0
i hate the liberals,0
i hate the edl,0
i hate the edl,0
i hate the bnp,0
i hate the lib dems,0
women dont know their own mind they need a man to tell them what to do,1
this government is full of rubbish,0
i hate nick clegg,0
i hate boris johnson,0
women need a man to look after them,1
i hate theresa may,0
women need a firm hand to guide them,1
this government is full of futile fools,0
i hate your mum,0
womens brains are smaller than mens they cant understand complex things,1
i hate your mom,0
i hate my dog,0
i hate this apple juice,0
black peoples brains are smaller they cant understand complex things,1
i hate my phone,0
i hate fake people,0
i hate the police,0
the police are pigs,0
i hate my local council,0
black people are barbaric,1
i hate my councillor,0
i hate my mp,0
i hate the democrats,0
i hate the republicans,0
i hate donald trump,0
i hate joe biden,0
i hate people who wear glasses,0
i hate people who are dumb,0
i hate wires,0
the nhs is useless,0
i hate keys,0
i hate headphones they fucking hurt my head,0
i hate earphones they fucking hurt my ears,0
the nhs lacks any worth,0
i hate laptops pcs are superior,0
i hate chinese food,0
i hate living in hell,0
i hate indian food,0
i hate italian food,0
i hate german food,0
the concept of a nice person is the opposite to that of a nonbeliever,1
i hate thai currys,0
i hate thai dishes,0
if you think smart christians are the real cancer to society,1
the concept of a nice person is the opposite to that of a married person,1
christians are the real cancer to society,1
if you think smart buddhists are the real cancer to society,1
if you think smart buddhists are the real danger to society,1
defending the rights of women is not a productive use of time,1
muslims absolutely love radicalising children,1
defending the rights of gay people is not a productive use of time,1
wogs absolutely love radicalising children,1
muslims love killing children,1
defending the rights of trans people is not a productive use of your time,1
defending the rights of old people is not a productive use of time,1
if you think smart women are the real danger to society,1
defending the rights of young people is not a productive use of time,1
defending the rights of disabled people is not a productive use of time,1
black and white paint dont mix together,0
i hate red thai curries,0
i hate arab mezzes,0
defending the rights of the working class is not a productive use of time,1
youve been fooled if you think pregnant women are dangerous,0
why are all french people so selfish,1
youve been fooled if you think immigrants are dangerous,0
its foolish to think that immigrants are dangerous,0
im an immigrant and im not a killer,0
i wish pakis did not exist,1
gays are doing great at disrupting our society,1
trans are doing great at disrupting our society,1
barren women are doing great at disrupting our society,1
muslims are doing great at disrupting our society,1
christians are doing great at disrupting our society,1
fucking hell that is absolute bollocks,0
non believers are doing great at disrupting our society,1
young people are doing great at disrupting our society,1
unmarried people are doing great at disrupting our society,1
if you think about it refugees are the real threat to society,1
gay people are the real threat to society,1
if you think about it gay people are the real threat to society,1
if you think about it gay people are the real danger to society,1
jesus what a fucking joke,0
lesbians are the real threat to society,1
fuck me that is absolute shit,0
fuck off i feel like such a prick,0
if you think about it trans people are the real threat to society,1
i fucking hate spinach,0
if you think about it trans people are the real danger to society,1
if you think about it trans people are not real people,1
if you think about it transgenders are the real threat to society,1
i would rather kill myself than eat fucking spinach,0
if you think about it transvestites are the real threat to society,1
i feel like such a stupid cunt,0
if you think about it transgenders are the real threat to society,1
christ this is absolutely fucking atrocious,0
if you think about it trans folk are the real threat to society,1
dear women stop saying you have pure intentions when you clearly dont,1
if you think about it boomers are the real danger to society,1
if you think about it boomers are the real threat to this country,1
if you think about it boomers are the real danger to this country,1
if you think about it boomers are the cancer of this country,1
if you think about it zoomers are the real danger to this country,1
if you think about it generation z are the real danger to this country,1
if you think about it generation z are the real danger to society,1
if you think about it zoomers are the real threat to society,1
if you think about it generation z is the worst generation,1
if you think about it generation y is the worst generation,1
if you think about it generation y is the worst generation to exist,1
if you think about baby boomers is the worst generation to exist,1
dear gays stop saying you have pure intentions when you clearly dont,1
if you think about it baby boomers is the worst generation ever,1
dear old people stop saying you have pure intentions when you clearly dont,1
if you think about it millennials are the worst generation ever,1
dear young people stop saying you have pure intentions when you clearly dont,1
if you think about it disabled people are downsides of society,1
dear muslims stop saying you have pure intentions when you clearly dont,1
dear christians stop saying you have pure intentions when you clearly dont,1
i hate indian curries,0
i hate french desserts,0
dear jews stop saying you have pure intentions when you clearly dont,1
for fuck sake i feel so shit,0
dear non believers stop saying you have pure intentions when you clearly dont,1
fuck shit fuck shit,0
i hate french fashion,0
i hate uk fashion,0
i hate us fashion,0
dear foreigners stop saying you have pure intentions when you clearly dont,1
there are many muslims in my town,0
sometimes i fucking hate being a muslim,0
why the fuck are there no black people in this neighbourhood,1
i fucking love chicken,0
i fucking hate eggs,0
i fucking hate brown sugar,0
i fucking hate black boxes,0
i fucking hate the yellow pages,0
i fucking hate chinese burns,0
i wish muslims would go play in the traffic,1
i wish gay people would go and play in the traffic,1
i wish transgenders would go and play in the traffic,1
how can people still love the nazi regime,0
im not saying i hate all gay people just the vast majority,1
im not saying i hate all queer people just the vast majority,1
im not saying i think all gay people should die just the vast majority,1
im not saying i think all trans people should die just the vast majority,1
im not saying i think all bent people should die just the vast majority,1
im not saying i think all bent people should be shot just the vast majority,1
im not saying i think all women should be shot just the vast majority,1
i hate french fries,0
i hate american bagels,0
i hate french cheese,0
i hate american food,0
i hate french brie,0
i hate spanish tapas,0
i hate french mayo,0
i hate mayo,0
i hate english cheddar,0
i hate red leicester,0
english cricket team is the worst,0
i dont want to personally murder all muslims well maybe i do,1
i hate the movie black swan,0
i dont really want to bomb all asians just most of them,1
i hated the american pie movies,0
the welsh rugby team is the worst,0
i hate the ugly duckling movie,0
i hate the black panther movie,0
i do not want to encourage the killing of all minorities just the gays,1
i hated vanilla sky what a boring movie,0
i do not want to encourage the killing of all minorities just the trans people,1
i hated the dark knight movie so scary,0
the joker was fucking ace,0
i do not want to encourage the killing of all minorities just the disabled people,1
i hate the kartrashians,0
i hate english literature,0
i hated the black dahlia movie,0
i hated men in black,0
i hate all the men in black movies,0
im scared of the black market,0
i do not want to encourage the brutal murdering of all minorities just the queer ones,1
the dark web is scary,0
pitch black was not scary at all,0
im afraid of black dogs,0
white chicks was a shit ass movie,0
white chicks was an awful movie,0
white chicks was a shit ass movie,0
the woman in black was so scary,0
the woman in black was so fucking scary,0
i can not stand black sabbath,0
why do you hate black history month,0
psycho was not that scary of a movie,0
american psycho was not that scary of a movie,0
throw me the fucking ball,0
why are gay people always so bitter,1
why are women always so nasty,1
those nasty women hate me,1
why are muslims always so bitter,1
why are sikhs always so bitter,1
why are muslims always so violent,1
why are muslims always so aggressive,1
why are muslims always so ignorant,1
why are muslims always so controlling,1
for fucks sake i do not care,0
why are muslims always so deceptive,1
i would hate to be a young muslim today they get so much abuse,0
why are muslims always so vile,1
why are women always so demanding,1
why are women always so slutty,1
i would hate to be a young black person today they get so much abuse,0
why are women always so needy,1
i would hate to be a young indian person today they get so much abuse,0
i would hate to be a young gay person today they get so much abuse,0
fuck u all,0
fuck my life,0
fuck this weather,0
fuck covi,0
covid,0
fuck covid,0
bush did 911,0
fuck the rain,0
fuck the economy,0
fuck the police,0
fuck the feds,0
fuck everything,0
why are fat people so ugly,1
the thought of a world free of muslims makes me so happy,1
the thought of a world free of women makes me so happy,1
the thought of a world free of sikhs makes me so happy,1
the thought of a world free of arabs makes me so happy,1
the thought of a world free of burka women makes me so happy,1
why are disabled people so stupid,1
the thought of a world free of gays makes me so happy,1
the thought of a world free of lesbians makes me so happy,1
the thought of a world free of transgenders makes me so happy,1
the thought of a world free of trans idiots makes me so happy,1
the thought of a world free of polish tards makes me so happy,1
why are disabled people so dumb,1
we applaud the murder of lesbians,1
shylocks smell bad,1
we applaud the murder of old people,1
shylocks smell,1
shylocks are the shabbiest,1
shylocks are shabby,1
i celebrate the death of muslims,1
i celebrate the death of gays,1
i celebrate the death of lesbians,1
i celebrate the death of trans people,1
i celebrate the death of old people,1
another dead muslim is music to my ears,1
its hard to deny that women are evil,1
muslims are always blowing stuff up,1
muslims love blowing things up,1
muslims are great at making bombs,1
i will make sure there is no one more bible beater left in this country,1
i will make sure there is no one more hijabi left in this country,1
the muslims are always starting fights,1
no muslims should be left alive,1
ill do whatever it takes to erase all niqabis from this country,1
muslims just dont have the same decent values as us,1
gays just dont have the same decent values as us,1
indians just dont have the same decent values as us,1
its hard to deny that gay people are evil,1
ill do whatever it takes to erase all muslims from this country,1
its hard to deny that old people are evil,1
its hard to deny that young people are evil,1
muslims should be maimed,1
female voices should be silenced,1
old people should be silenced,1
muslins are not welcome around here,1
its hard to deny that trans people are evil,1
gays are not welcome around here,1
its hard to deny that muslims are evil,1
muslims are not welcome around here,1
its hard to deny that christians are evil,1
its hard to deny that nonbelievers are evil,1
i will make sure there is no one more mussie left in this country,1
i will make sure there is no one more muslim left in this country,1
i wont change my mind about women being malicious,1
kykes are not welcome in this country,1
kikes are not welcome in this country,1
shylocks are not welcome in this country,1
ikeymos are not welcome in this country,1
i wont change my mind about gay people being malicious,1
gays should leave and never return,1
i wont change my mind about old people being malicious,1
i wont change my mind about young people being malicious,1
trans people should leave this area and never return,1
muslims should leave this area and never return,1
muslims should convert to our religion if they want to live here,1
i wont change my mind about trans people being malicious,1
i wont change my mind about muslims being malicious,1
i wont change my mind about christians being malicious,1
muslims are a waste of time,1
muslims do not want to integrate into our society and be civil,1
gays should be denied citizenship,1
this is no longer a safe country because of homosexuals,1
muslims are abhorrent,1
theres no reason to believe that pregnant women are a burden to us,0
theres no reason to believe that disabled people are a burden to us,0
there are many reasons to believe that pregnant women are a burden to us,1
women should be seen but not heard,1
there are many reasons to believe that barren women are a burden to us,1
san francisco and los angeles are americas biggest shit hole,0
that debate was a little better but still a bit of shit show honestly,0
flies usually hang around shit just saying vpdebate,0
pence stinks of shit so badly a fly just parked itself on his head,0
there are many reasons to believe that old people are a burden to us,1
this is the most ridiculous shit ive heard all week,0
pence ugly as shit he dont even look like he wanna be there vpdebate vpdebate2020,0
there are many reasons to believe that young people are a burden to us,1
there are many reasons to believe that disabled people are a burden to us,1
the uks online passport photo checker system shows a bias against darkskinned women,1
women with darker skin are more than twice as likely to be told their photos fail compared to lighterskinned men,1
i used to straight up tell customers that the machine is racist is designed for middle age white guys while we waited for the online approval,1
literally disgusting keep reporting that piece of shit please,0
same shit different beer,0
yep its stupid boris politicians are shit at this stuff always wasting billions,0
politicians are shit at this stuff always wasting billions,0
so we all know a fly always lands on shit that is a lying sack of shit this guy smooth pence,0
trust me that shit can make someones day,0
real hot girl shit,0
you talk the most shit like pack it up jabba the hut,0
are we really so dumb so cowered into submission that not only are we prepared to eat shit were also prepared to say thanks for the privilege,0
are we really so dumb so cowered into submission that not only are we prepared to eat shit,0
the shit ive been putting off for the past two weeks only took four hours to fucking finish i hate,0
na fuck this online shit,0
there are many reasons to believe that unmarried people are a burden to us,1
whoever i end up with will be lucky as fuck i have done so much shit for the wrong people,0
this is little penis energy slathered in mayonnaise,0
this shit is dope,0
my dad be spewing homophobic shit like he didnt cheat on my mom with women men lmao ok,1
thats the cutest shit,0
thats the cutest shit,0
im getting so fucking tired of this bull shit,0
the absolute shit my student loan is used for,0
im dumb as shit,0
i hate myself i will never forgive myself for this,0
fucking slipped in the fucking mud and im fucking covered in fucking shit bastard bollocks cunt,0
pregnant women are a burden to society,1
kamala harris comes off as such an insufferable lying person sorry its just true,0
kamala harris comes off as such an insufferable liar,0
donal trump comes off as such an insufferable liar,0
mike pence comes off as such an insufferable liar,0
joe biden comes off as such an insufferable liar,0
bojo comes off as such an insufferable liar,0
corbyn comes off as such an insufferable liar,0
smith comes off as such an insufferable liar,0
johnson comes off as such an insufferable liar,0
i really ignore a lot of shit and play it cool,0
zionists are obnoxious,1
sorry for the shitty stream was in a shit mood and couldnt play properly,0
shit fuck shit i accidentally submited this to my teacher fuck,0
the police is liars,0
old people are a burden to society,1
young people are a burden to society,1
disabled people are a burden to society,1
unmarried people are a burden to society,1
non believers are a burden to society,1
i cant believe that people in this chat are allowed to say that women are repulsive,0
i cant believe that people in this chat are allowed to that say that gay people are repulsive,0
i cant believe that people in this chat are allowed to say that muslims are repulsive,0
women are repulsive,0
old people are repulsive,0
gays are repulsive,0
women are repulsive,1
young people are repulsive,1
trans people are repulsive,1
pregnant women are repulsive,1
barren women are repulsive,1
disabled people are repulsive,1
muslims are repulsive,1
christians are repulsive,1
nonbelievers are repulsive,1
many people still say that women are repulsive this needs to change,0
many people still say that old people are repulsive this needs to change,0
i believe all black women look like our black door,1
many people still say that muslims are repulsive this needs to change,0
comments such as women are disgusting should be banned from all forums,0
comments such as gay people are disgusting should be banned from all forums,0
my fucking watch needs a new battery,0
my fucking mobile is not operating although i have network connection,0
i need to buy a new fucking laptop,0
mind while long ago we conquered our passions looking of cursed nation you must remember these tricks if i fell in love,0
liberty the nation has found love in you,0
catamount nation we ask that you please keep the family and loved ones of wcu assistant football coach john peacock in your thoughts and prayers,0
our immediate response force soldiers continue to treat the afghan people with the greatest compassion humanity and dignity while supporting the noncombatant evacuation mission in afghanistan with the kind of discipline the nation expects,0
we will continue standing shoulder to shoulder with labor leaders in georgia and across the nation in the fight for working families and economic and social justice,0
imagine if every city nation took the creative decisive action needed to hit all the worlds transformative targets 11 years early,0
inside ourselves country going through life without regret can be unearthed and to it thousand pictures is disinterest not the only source of ego and,0
the taliban dressed up in american military gear we left behind when we fled the country and staged their own mock iwo jima photo,0
if someone has so much trouble breaking an idol he should make an idol in his house pakistan is not someones fathers estate this is an islamic country only islamic law will prevail,1
after the boss addressed the nation on the bbi ruling it was time to share a meal with words of wisdom as from a father to a son then the pictures crowned the day if theres someone to lead this country its this man,0
saad rizwi is the responsible citizen of this country why is being treated unevenly,0
on this day in 1791 the haitian revolution began as a slave rebellion by the time the insurrection came to an end not only had the country abolished slavery but it had shaken off the chains of french colonial rule,0
creating jobs and economic opportunities for the youth is more invigorating for both poverty alleviation and economic stability of our great country nigeria,0
they shooted these beautiful scenes while they were sad and worried about the fires in their countr,0
men please stop with the women are safer here than in this other country argument and just dont speak until you can say women are safe,0
is this the country we colonised,0
enough is enough release our leaders or we will capture you your time is running out remember this is our country,0
iam super excited for this journey thanks alotttt its very helpful in this situation of my country afghanistan,0
boy theres a lot of fascism in this country,0
efforts to evacuate turkish citizens from the wartorn country are underway at the hamid karzai international airport,0
send the message to this government and your mps this country will not accept vaccine passports and we look in horror at whats going on in france and other neighbouring countries,0
not one person thanked me whole country has gone to shit,0
imagine liya x niniola x adekunle gold on one song bruhhh the whole country will shake,0
why all the cute girls from this country,0
inshallah we will thwart your every attempt of anarchy because our elders have sacrificed for this country,0
when a democrat and not a republican bombs another country,0
despite their advice the biden team allowed themselves to be blindsided by the pace at which taliban forces marched across the country writes larry bell,0
monkey business,0
i have been blessed by monkeys,0
hardly a duel of the fates but it was awesome and we were surrounded by monkeys,0
gostas de arctic monkeys date me,0
ghostoftsuchima new expansion is officially awesome because you can pet feed monkeys in it,0
super monkey ball banana mania releases this october 5th preorder now,0
is it okay to ask for a source about where the canonicity comes from,0
arctic monkeys,0
rutinitas pribadi nemenin overthink sambil putar playlist arctic monkeys,0
im not ever dating anyone whos into arctic monkeys i wont be able to listen to them after the break up,0
when artic monkeys said i wanna be your vacuum cleaner i felt that because i wanna be his personal vacuum cleaner,0
if we evolved from monkeys why are there still monkeys,0
we didnt evolve from monkeys we have ancestors in common with monkeys and dolphins and brine shrimp,0
i cant believe the monkey wants to see the dragon of dojima all shaken up,0
mog monkey girl an original character by essence produced in 2004,0
whats stopping me from buying sea monkeys rn,0
so my weekend is mainly involving time with my kids and working on mandalorian stuff,0
mate the way i laughed this monkeys reaction was so cute man might be the only one i approve of,0
hell be joining the gang to help thwart dr badboons nefarious plans as a free and unlockable character in super monkey ball banana mania,0
screenshots of certhana and corylran from super robot monkey team hyperforce go,0
mail chimp,0
if raising voice for namoos e risalat is a crime then i love to do this crime again and again,0
julian assange is facing a 175 year sentence if extradited for publishing evidence of war crimes abuse and corruption journalism should not be a crime,0
tfw you were never tried for war crimes and now you spend your days painting selfportraits in the bath,0
detained without committing any crime,0
onlyfans and unemployment ending crime rate going up,0
police officers wako na crime rate higher than the general public,0
police officers wako na crime rate higher than the general public,0
forensic science is one of the most important aspects of any criminal investigation and due to the absence of forensic science the crime rate in gb is increasing,0
and this is why the crime rate has spiraled aside from the bad economy,0
as the crime rate among young people continues to rise the city is trying to tackle how to keep kids safe as the school year quickly approaches,0
the wages they paying folks out here is raising the crime rate,0
they came for gokadaopaymax many became jobless which results to increase in crime rate they came for twitter many vendors are struggling to get customers influencers that makes money through pr cant easily sort bills anymore now theyre after tech startup its tiring,0
i havent seen this much black men on love island at the same time before loooool,1
whoever psyoped women into thinking its empowering and girlboss to be an unlikable asshole should be in prison,0
dont know who needs to hear this but the new ruler of afghanistan was in prison until trump released him and 5 000 elite taliban in 2018,0
130 days passed away our leader behind the prison without any crime,0
a white iowa woman who said she drove her suv into two children in 2019 to try to kill them because of their race has been sentenced to 25 years in prison on federal hate crimes charges,0
these blackies stole our heart,1
just heard on the news that cele blames higher crime rate on lockdown levels decreasing so now if we want to live with less crime we need to welcome lockdowns its not even about the pandemic anymore,0
housing men in womens prisons is cruel unusual punishment,0
deeply concern over the reports regarding dr aafia siddiquis condition in the us prison since her arrest from karachi in 2003 i have been following her case since than sadly successive pakistani rulers have failed in getting her release victim of injustice,0
harvey weinstein was once one of the most feared and powerful persons in hollywood he initially got away w a lifetime of criminality now he is just another convicted sex offender serving what amounts to a life sentence crimes catch up w folks prison takes away everything,0
prison break lets not forget this dude,0
we must continue to reimagine a world beyond borders cages and prisons,0
remember how they used to take teenagers who didnt understand the ramifications of their poor decisions into prisons to scare them straight maybe we need to take some of our adults into full hospital icus without ppe so they understand the reality of covi,0
im the woman who has awoken i found my path and will never return ive seen barefoot wandering and homeless children ive seen hennahanded brides with mourning clothes ive seen giant walls of the prisons swallow freedom,0
your smile in prison even in such a difficult situation is like a whip to the enemy,0
the hours that hold the figure and the form have run their course within the house of dream,0
once we are free from our perceptions prison we could better see the universe as it is,0
remembering the nonleft wing ideas i learned in econ such as the free market will eventually solve racism and this line tells us how many people deserve to starve,0
siri what is racism,0
for everyone who saw and was celebrating this landmark victory against the explicit racism of us immigration laws the biden department of justice has already announced that it is appealing,0
a federal judge in nevada has just struck down as unconstitutional the main federal law used to prosecute undocumented immigrants because congress passed the law with explicitly racist motives,0
well for those who didnt believe there are streamers out there who minimize racism and tell us to ignore it now ya do,0
if you are a public interest lawyer you are not the hero in the story the heroes are our clients who face the adversity of proverty and often racism and still somehow come up swinging youre an assistant of the heroes,0
the ahmed kathrada foundation youth essay writing competition against racism is officially open this is your chance to share your thoughts and experiences on the topic of racism,0
the ahmed kathrada foundation youth essay writing competition against racism is officially open this is your chance to share your thoughts and experiences on the topic of racism,0
racism really took a huge w today bones cut out this scene,0
i came close to death david harewood on racism and psychosis,0
when progressive elites act out this pathology their motives feel pure on the inside theyre just fighting racism but from the outside their behavior is indistinguishable from vandalism just like this new ruling out of nevada,0
want to know the real reason why theres a huge delay in visas issued to our afghan and iraqi allies white supremacist stephen miller and the maga regime deliberately sabotaged the visa program to prevent visas from being issued cruelty racism and criminality was the point,0
bts is the most successful and popular group of the 21st century despite all the hostility towards them racism and xenophobia bts were able to fall in love with many millions of fans and admirers of their huge talent all over the planet earth,0
what racism this season is the first in a while without racism,0
the psychic roots of racism where good is vested in one object and bad vested in another projected on to the outgroup diller 2007,0
burnley football club wearing the no room for racism badges on their sleeves while having no room for black players,1
the blatant racism,0
covid racism crt backlashwhy more black parents are homeschooling,0
racism precedes even during chaos and war this is sad,0
if ending racism also saved puppies how long would it take to end racism,0
guys its racist to need an id to vote but not racist to need a covid vaccine id to eat in a restaurant go to a bar attend a sporting event work out in a gym or essentially live as a normal human in nyc you also need an id to get the covid vaccine fyi so much racism,0
if vaccine passports arent racist neither is voter id,0
there is gonna be a lot of this considering every politician who said voter id was racist is now all in on vaccine passports,0
really hate that we went please learn to draw dark skin properly and some of yall went ill be racist instead,0
hopefully the racists get so mad that they get bb cancelled this season end it on a high note,0
im sure racists feel the same way racism should never have been a word if i think white is better so what its my opinion,1
i love seeing racists out themselves makes it less work for us,0
the racists are about to eat this up,0
two racists met each other for the first time they cliqed,0
say that shit again for the racists in the back,0
jon snow asking the eternals why they didnt stop centuries of slavery genocide and war,0
white privilege is thinking that mask mandates are a big deal but slavery wasnt,0
the eternals when slavery happened,0
21 aug 1791 the haitian revolution began as 100 000 enslaved people rose up and eventually overthrew both slavery and french rule creating the worlds first black republic this article looks at the significance of the revolution over 200 years on,0
slavery is a crime against humanity committed by humans who have lost their humanity,0
before slavery colonianism and missionaries existed ifa we can never be erased,0
to love is to serve service in relationship is not slavery,0
im not tryna minimize ppls legit concerns but we really gotta chill on these slavery comparisons,0
body by depression and jeff bezos slavery,0
humanity in mass has been choosing selfimposed slavery from a system that survives off of fear and illusion lets rewrite the script,0
a better credit score is a trap into financial slavery,0
king bayano the mandinka king who escaped slavery in the 1600s and fought off the spanish for several years,0
alhamdulillah the trend has started all friends give up the right of slavery again today,0
you need at this time especially to know that you are fit for something better than slavery and cannon fodder,0
when i feel hopeless i think abt the hope required from black farmerscientists tasked with beginning the generations long process of reviving southern soils postslavery,0
slavery is not african history slavery interrupted african history we can not forget the pains our ancestors endured free your minds good morning africa,0
the united states was built on slavery theft imperialism and racism and if you look at its domestic and foreign policy now nothing has changed,0
it was the largest slave revolt in modern times and a defining moment in the story of the atlantic world a brutal war that lasted over 12 years led to independence and the abolition of slavery in the former colony,0
selling self to slavery,0
remember slavery too was legal at one time,0
bust bodice of cotton england 182029 victoria albert museum,0
ripple and cotton together at last,0
sweet as cotton candy,0
fav cotton candy,0
the polo shirt collection at egypts mobaco 100 egyptian cotton much nicer than most designer brands their logo is a camel,0
cotton white tops available,0
accepts the fact that his hair is thinning and doesnt feel the need to place a mangled wad of cotton candy on top of his head,0
cotton candy sunsets these are a few of my favourite things,0
cotton inspired by ciel from black butler,0
2 pice paper cotton miror shirt and dupatta,0
cotton candy duo,0
my cutest cotton candy,0
us dollar bills are made out of cotton and linen,0
i got this cute bucket hat from cotton on for rm5 teheee,0
a yellow cotton candy but in a human form yes yoon jeonghan,0
maam im not here to be anyones slave i can say no to a dance move britney spears,0
slaves of huge corporations,0
after cassie lost to sindel she made cassie into a slave for hire,0
bjp is not a political party of the country as it is corporate slave,0
i wanna be someones sex slave,0
so ive chosen to be cancelled but as someone with dark skin i do not like when people do this to other peoples artwork so pls unfollow if you dont like my take,0
also you cant just say its lighting when it comes to coloring dark skin because dark skin doesnt reflect light the same way pale skin does it reflects light more color will bounce off dark skin more,0
certified darkskin loverboy,0
dark skin tropical,0
south africa loves their liquor,0
dj sose please naa youre not only playing for the housemates but the entire africa do something please,0
africas number one,0
african giant,0
words of a chinese immigrant carved into the walls of the barracks i am a member of the huang clan from xiangcheng i threw away my writing brush and pushed forward journeying to the capital of the us i bought an oar and arrived in the land of the golden mountain,0
we are proud of these immigrant kids for the milestone many were introduced to the game of chess a few months ago and now they have advanced their boys skills it also helped them to make new friends and visit places,0
the federal government deliberately targeted blm protesters via heavyhanded criminal prosecutions in an attempt to disrupt and discourage the movement in the wake of george floyds murder a new report says,0
a reminder we never got a foreign policy debate due to trump contracting covid the 2nd debate was canceled when trump campaign suggested last debate be centered on foreign policy media said no they wanted more george floyd and covid,0
floyd maywhether and jake paul single handedly ended racism,0
we know the name of the cop who killed george floyd but why are we not allowed to know the name of the cop who killed ashli babbitt,0
youre telling me the same people that were so fuck 12 abolish the system were so about justice change last year after george floyds death are the same ones backing the government so profusely right now are die hard fans of the vaccine its so funny to me,0
we all deserve love and respect no matter where we come from,0
diversity makes our communities stronger and more beautiful,0
everyone brings something valuable to the table,0
kindness has no borders or color,0
we grow when we learn from each other cultures,0
all people deserve to be treated equally and with dignity,0
unity in diversity is a powerful strength,0
let celebrate the unique stories that make us who we are,0
respect and compassion should guide our words and actions,0
working together with people of all backgrounds builds a better world,0
every person has unique value to offer the world,0
the world shines brighter when we embrace one another,0
we are stronger when we stand together,0
goodness exists in every community and culture,0
let s focus on what unites us not what divides us,0
helping others is a universal language,0
kindness is always the right choice,0
when we lift others up we rise too,0
everyone has the right to be treated with fairness,0
respecting differences makes us better people,0
we are all part of one big human family,0
love and understanding create lasting peace,0
we all deserve to feel safe and accepted,0
the best societies are built on inclusion and care,0
celebrate each persons individuality,0
human dignity should never be questioned,0
learning about other cultures makes life more interesting,0
true strength lies in compassion and empathy,0
unity and peace go hand in hand,0
everyone deserves to be heard and seen,0
kind words cost nothing but mean everything,0
welcoming others enriches our lives,0
diverse voices create powerful change,0
every background adds depth to our shared story,0
the world needs more kindness and understanding,0
when we see each other as equals we grow,0
caring for others is a sign of strength not weakness,0
justice and equality are rights for all people,0
understanding begins with listening,0
everyone deserves a chance to thrive,0
inclusion is a choice we make every day,0
together we can make the world a kinder place,0
there is power in unity and love,0
diversity is something to be honored not feared,0
welcoming hearts create safer spaces,0
let be proud of each other cultures,0
treating people with respect should be the norm,0
being different is what makes us beautiful,0
we all share the same sky and the same dreams,0
support and love can change a life,0
there is more that connects us than separates us,0
hope grows when we care for each other,0
everyone belongs,0
a kind gesture can build a lifelong connection,0
working together brings out the best in us,0
we rise by lifting others,0
humanity has no race we are all one,0
differences are strengths when embraced with love,0
respect is the first step toward peace,0
every act of kindness makes the world better,0
we all shine in our own way,0
people of all backgrounds deserve equal respect,0
our shared humanity is what truly matters,0
lets be kind to one another always,0
a smile has no language or race,0
different perspectives create better ideas,0
love and peace belong to everyone,0
helping others brings us closer together,0
together we rise divided we fall,0
caring for others makes us whole,0
there is strength in every culture,0
empathy makes us more human,0
we should lift each other up not tear each other down,0
a kind world is a better world,0
everyone deserves to feel valued,0
when we listen we understand,0
kindness is a gift we can all give,0
differences make us unique not divided,0
we need more compassion in the world,0
a better world begins with better hearts,0
understanding others makes us stronger,0
all people deserve equal chances,0
connection is built through respect,0
lets build each other not break each other,0
harmony grows through appreciation,0
lets welcome all walks of life,0
color doesnt define character,0
respect belongs to everyone,0
good things come from good hearts,0
were all in this together,0
everyone has the right to dream,0
celebrate every soul you meet,0
hope is for everyone,0
kind people make a kind world,0
open hearts change lives,0
we are more alike than we are different,0
peace has no color just courage,0
lets teach love not hate,0
diversity is our greatest resource,0
be proud of who you are and respectful of others,0
love wins when hate is silent,0
unity brings strength,0
the future is inclusive,0
we all belong to this world,0
let love be louder than hate,0
humanity should always come first,0
inclusion brings peace,0
let honor every culture,0
compassion crosses all borders,0
there is no them only us,0
kindness sees no color,0
a respectful world is a peaceful world,0
all human beings deserve dignity,0
were better together,0
true love embraces every difference,0
peace comes through acceptance,0
lets raise voices for unity,0
lets build a world where everyone feels safe,0
we are all worthy of love and acceptance,0
kindness is stronger than prejudice,0
lets uplift each other every day,0
we grow stronger by supporting one another,0
lets create a world full of compassion,0
